,year_built,Price,km_driven,fuel,seller_type,transmission,previous_owners,Brand,Model
3328,2013,900000,98000,Diesel,Dealer,Automatic,Zero,Ford,Ford Endeavour 3.0L
3329,2011,500000,224642,Diesel,Dealer,Manual,One,Ford,Ford Endeavour 2.5L
3330,1998,80000,120000,Petrol,Individual,Manual,One,Maruti,Maruti Zen LXI
3331,2011,175000,175000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Verito 1.5
3332,2017,1350000,15000,Diesel,Individual,Automatic,One,Mahindra,Mahindra XUV500 AT
3333,2017,800000,50000,Diesel,Individual,Manual,Zero,Renault,Renault Duster 110PS
3334,2017,250000,15000,Petrol,Individual,Manual,Zero,Datsun,Datsun RediGO 1.0
3335,2018,700000,25000,Petrol,Individual,Automatic,Zero,Maruti,Maruti Ignis 1.2
3336,2019,800000,25000,Diesel,Individual,Manual,Zero,Tata,Tata Nexon 1.5
3337,2013,660000,69000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra XUV500 W6
3338,2015,465000,60000,Diesel,Individual,Manual,Two,Maruti,Maruti Swift VDI
3339,2006,180000,222435,Diesel,Individual,Manual,One,Mahindra,Mahindra Scorpio 2.6
3340,2017,600000,66000,Diesel,Individual,Manual,Two,Maruti,Maruti Swift Dzire
3341,2010,150000,110000,Petrol,Individual,Manual,Zero,Ford,Ford Fiesta 1.4
3342,2014,450000,78000,Diesel,Individual,Manual,One,Hyundai,Hyundai Verna 1.6
3343,2019,721000,10000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Elite i20
3344,2018,300000,35000,Petrol,Individual,Manual,Zero,Maruti,Maruti Swift 1.2
3345,2019,1000000,10000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Scorpio BSIV
3346,2016,300000,40000,Petrol,Individual,Manual,Zero,Renault,Renault KWID RXT
3347,2013,450000,120000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Scorpio LX
3348,1997,79000,70000,Petrol,Individual,Automatic,Zero,Maruti,Maruti Esteem AX
3349,2017,545000,40000,Diesel,Individual,Manual,Zero,Ford,Ford Figo 1.5D
3350,2018,844999,20000,Diesel,Individual,Manual,Zero,Honda,Honda Amaze V
3351,2016,700000,93000,Diesel,Individual,Manual,Zero,Skoda,Skoda Rapid 1.5
3352,2016,650000,159000,Diesel,Individual,Manual,Zero,Toyota,Toyota Etios VD
3353,2014,525000,75000,Diesel,Individual,Manual,One,Ford,Ford Ecosport 1.5
3354,2006,110000,101100,Diesel,Individual,Manual,Two,Ford,Ford Fiesta Classic
3355,2011,180000,66000,Diesel,Individual,Manual,Zero,Tata,Tata Indica Vista
3356,2012,280000,30000,Petrol,Individual,Manual,One,Hyundai,Hyundai i10 Era
3357,2019,400000,10000,Petrol,Individual,Manual,Zero,Renault,Renault KWID 1.0
3358,2012,625000,126000,Diesel,Individual,Manual,One,Mahindra,Mahindra XUV500 W8
3359,2015,535000,70000,Diesel,Individual,Manual,Zero,Volkswagen,Volkswagen Vento 1.5
3360,2017,459999,50000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift VDI
3361,2010,300000,100000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Bolero DI
3362,2007,280000,60000,Petrol,Individual,Automatic,Zero,Honda,Honda Civic 1.8
3363,2014,500000,70000,Petrol,Individual,Manual,Zero,Honda,Honda Mobilio V
3364,2019,1200000,1200,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Creta 1.6
3365,2016,300000,40000,Petrol,Individual,Manual,Zero,Renault,Renault KWID RXT
3366,2011,180000,80000,Diesel,Individual,Manual,Two,Tata,Tata Manza ELAN
3367,2011,180000,134444,Petrol,Individual,Automatic,One,Hyundai,Hyundai i10 Sportz
3368,2009,78000,120000,Petrol,Individual,Manual,One,Maruti,Maruti Alto LXi
3369,2011,160000,120000,Diesel,Individual,Manual,Zero,Nissan,Nissan Micra Diesel
3370,2014,600000,238000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Scorpio VLX
3371,2008,110000,100000,Petrol,Individual,Manual,One,Maruti,Maruti Wagon R
3372,2011,450000,110000,Diesel,Individual,Manual,One,Mahindra,Mahindra Bolero SLX
3373,2019,1350000,35000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Scorpio S9
3374,2003,120000,165000,Petrol,Individual,Manual,One,Honda,Honda City 1.3
3375,2018,1040000,42000,Diesel,Individual,Manual,Zero,Honda,Honda BR-V i-DTEC
3376,2014,390000,70000,Diesel,Individual,Manual,One,Hyundai,Hyundai Grand i10
3377,2011,65000,60000,Petrol,Individual,Manual,One,Tata,Tata Nano Lx
3378,2013,320000,115000,Diesel,Individual,Manual,Two,Volkswagen,Volkswagen Polo Diesel
3379,2017,720000,70000,Diesel,Individual,Manual,Zero,Volkswagen,Volkswagen Ameo 1.5
3380,2007,220000,80000,Petrol,Individual,Manual,One,Maruti,Maruti Swift ZXI
3381,2011,225000,65000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Wagon R
3382,2010,200000,150000,Diesel,Individual,Manual,One,Tata,Tata Manza Aura
3383,2015,434999,75000,Diesel,Dealer,Manual,One,Toyota,Toyota Etios GD
3384,2012,300000,63700,Diesel,Individual,Manual,Zero,Ford,Ford Figo Diesel
3385,2018,700000,74800,Diesel,Individual,Manual,Zero,Honda,Honda Amaze VX
3386,2009,500000,105000,Diesel,Individual,Manual,One,Ford,Ford Endeavour 2.5L
3387,2016,500000,40000,Diesel,Individual,Manual,Zero,Renault,Renault Duster 85PS
3388,2016,400000,90000,Diesel,Individual,Manual,One,Maruti,Maruti Ritz LDi
3389,2015,825000,75000,Diesel,Dealer,Manual,One,Toyota,Toyota Corolla Altis
3390,2018,720000,15000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift Dzire
3391,2009,110000,30000,Petrol,Individual,Manual,One,Maruti,Maruti 800 AC
3392,2014,600000,100000,Diesel,Individual,Manual,One,Mahindra,Mahindra Scorpio VLX
3393,2009,275000,155000,Diesel,Individual,Automatic,Two,Mahindra,Mahindra Scorpio VLX
3394,2012,2349000,149000,Diesel,Individual,Automatic,One,Land,Land Rover Range
3395,2017,740000,60000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai i20 1.4
3396,2017,800000,90000,Diesel,Individual,Manual,Zero,Maruti,Maruti Baleno Alpha
3397,2019,1100000,100000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Verna CRDi
3398,2012,750000,100000,Diesel,Individual,Automatic,One,BMW,BMW X1 sDrive20d
3399,2012,200000,90000,Petrol,Individual,Manual,One,Maruti,Maruti Alto K10
3400,2009,210000,75000,Diesel,Individual,Manual,Zero,Tata,Tata Spacio SA
3401,2009,270000,120000,Diesel,Individual,Manual,One,Maruti,Maruti Swift VDI
3402,2016,630000,90000,Diesel,Individual,Manual,One,Toyota,Toyota Etios 1.4
3403,2015,375000,55000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Xcent 1.2
3404,2010,300000,70000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Xylo D2
3405,2016,580000,95000,Diesel,Individual,Manual,One,Mahindra,Mahindra Bolero Power
3406,2014,550000,50000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Verna 1.4
3407,2016,750000,50000,Diesel,Individual,Manual,Zero,Maruti,Maruti Ciaz ZDi
3408,2014,250000,60516,Petrol,Individual,Manual,Zero,Maruti,Maruti Omni E
3409,2012,434999,235000,Diesel,Individual,Manual,One,Hyundai,Hyundai Verna 1.6
3410,2007,900000,76731,Diesel,Dealer,Automatic,Zero,Mercedes-Benz,Mercedes-Benz E-Class 280
3411,2016,685000,64000,Diesel,Dealer,Manual,Zero,Maruti,Maruti Swift ZDI
3412,2014,540000,65000,Diesel,Dealer,Manual,Zero,Maruti,Maruti Swift VDI
3413,2014,610000,77000,Diesel,Dealer,Manual,Zero,Ford,Ford Ecosport 1.5
3414,2011,254999,24000,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai EON Era
3415,2014,280000,63840,Petrol,Dealer,Manual,Zero,Nissan,Nissan Micra Active
3416,2017,370000,25000,Petrol,Individual,Manual,Zero,Tata,Tata Tiago 1.2
3417,2011,459999,76400,Diesel,Individual,Manual,One,Tata,Tata New Safari
3418,1998,42000,70000,Petrol,Individual,Manual,Two,Maruti,Maruti Zen LX
3419,1998,42000,70000,Petrol,Individual,Manual,Two,Maruti,Maruti Zen LX
3420,2011,190000,80000,Diesel,Individual,Manual,Two,Fiat,Fiat Linea Active
3421,2017,710000,40000,Diesel,Individual,Manual,Zero,Ford,Ford EcoSport 1.5
3422,2018,1200000,15000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Creta 1.6
3423,2011,229999,70000,Petrol,Individual,Manual,Zero,Maruti,Maruti Zen Estilo
3424,2018,310000,15000,Petrol,Individual,Manual,Zero,Renault,Renault KWID RXT
3425,2015,320000,40000,Petrol,Individual,Manual,Zero,Maruti,Maruti Wagon R
3426,2006,100000,54000,Petrol,Individual,Manual,Zero,Maruti,Maruti 800 AC
3427,2009,160000,90000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Verna CRDi
3428,2007,60000,52000,Petrol,Individual,Manual,Zero,Maruti,Maruti 800 AC
3429,2012,100000,200000,Diesel,Individual,Manual,Two,Tata,Tata Indigo LS
3430,2016,350000,35000,Diesel,Individual,Manual,One,Chevrolet,Chevrolet Beat Diesel
3431,2017,700000,60000,Diesel,Individual,Manual,Zero,Renault,Renault Duster 110PS
3432,2017,300000,31489,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto K10
3433,2018,830000,40000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai i20 1.4
3434,2013,220000,110000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Quanto C6
3435,2009,130000,50000,Diesel,Individual,Manual,Zero,Tata,Tata Indigo LX
3436,2012,330000,44000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai i20 1.2
3437,2010,254999,90000,Petrol,Individual,Manual,One,Honda,Honda City 1.5
3438,2014,600000,50000,Petrol,Individual,Manual,One,Hyundai,Hyundai Verna 1.6
3439,2012,210000,50000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai i10 Magna
3440,2007,120000,81366,Petrol,Individual,Manual,Zero,Maruti,Maruti Zen Estilo
3441,2006,95000,110000,Petrol,Individual,Manual,Zero,Maruti,Maruti Esteem Vxi
3442,2006,229999,300000,Diesel,Individual,Manual,Zero,Toyota,Toyota Innova 2.5
3443,2010,229999,70000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Verna Transform
3444,2013,400000,100000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai i20 Magna
3445,2005,300000,70000,Petrol,Individual,Manual,One,Maruti,Maruti Gypsy King
3446,2013,300000,50000,Diesel,Individual,Manual,Zero,Ford,Ford Figo Diesel
3447,2009,80000,180000,Diesel,Individual,Manual,One,Ford,Ford Fiesta 1.4
3448,2008,80000,50000,Petrol,Individual,Manual,One,Maruti,Maruti 800 AC
3449,2007,100000,90000,Petrol,Individual,Manual,One,Maruti,Maruti Esteem Vxi
3450,2012,300000,110000,Diesel,Individual,Manual,Zero,Tata,Tata Indica Vista
3451,2018,700000,26000,Petrol,Individual,Automatic,Zero,Maruti,Maruti Baleno Zeta
3452,2016,975000,65000,Diesel,Individual,Manual,Zero,Maruti,Maruti Vitara Brezza
3453,2009,500000,130000,Diesel,Individual,Manual,Zero,Chevrolet,Chevrolet Captiva LT
3454,2013,550000,75000,Diesel,Individual,Manual,One,Renault,Renault Duster 85PS
3455,2014,550000,110000,Diesel,Individual,Manual,One,Nissan,Nissan Terrano XV
3456,2014,240000,50000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto K10
3457,1997,50000,80000,Petrol,Individual,Manual,One,Maruti,Maruti 800 Std
3458,2009,120000,80000,Petrol,Individual,Manual,One,Tata,Tata Indica Vista
3459,2013,900000,60000,Petrol,Individual,Manual,One,Maruti,Maruti Alto 800
3460,2009,250000,90000,Petrol,Individual,Manual,One,Honda,Honda City 1.5
3461,2017,280000,36000,Petrol,Individual,Manual,Zero,Renault,Renault KWID 1.0
3462,2010,85000,87000,Diesel,Individual,Manual,Zero,Tata,Tata Indica Vista
3463,2011,90000,80000,Diesel,Individual,Manual,Zero,Tata,Tata Indica Vista
3464,2015,500000,50000,Diesel,Individual,Manual,Zero,Chevrolet,Chevrolet Enjoy TCDi
3465,2013,200000,60000,Petrol,Individual,Manual,Zero,Maruti,Maruti 800 Std
3466,2015,250000,50000,Petrol,Individual,Manual,Zero,Renault,Renault KWID RXT
3467,2014,185000,40000,Diesel,Individual,Manual,Two,Maruti,Maruti Swift Dzire
3468,2008,100000,60000,Petrol,Individual,Manual,One,Hyundai,Hyundai i10 Magna
3469,2015,610000,55000,Diesel,Individual,Manual,Zero,Toyota,Toyota Etios VXD
3470,2012,290000,80000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Quanto C8
3471,2012,300000,295000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Xylo E9
3472,2015,225000,80000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON Era
3473,2017,320000,50000,Petrol,Individual,Manual,One,Maruti,Maruti Alto K10
3474,2012,135000,158000,Diesel,Individual,Manual,Two,Tata,Tata Indigo CR4
3475,2006,400000,400000,Diesel,Individual,Manual,Two,Toyota,Toyota Innova 2.5
3476,2016,400000,25000,Petrol,Individual,Manual,Zero,Maruti,Maruti Wagon R
3477,2017,570000,35000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai i20 Active
3478,2018,500000,12000,Petrol,Individual,Manual,Zero,Maruti,Maruti Ignis 1.2
3479,2015,130000,70000,Petrol,Individual,Manual,Zero,Maruti,Maruti Omni MPI
3480,2018,360000,4000,Petrol,Individual,Manual,Zero,Tata,Tata Tiago 1.2
3481,2017,530000,10832,Petrol,Dealer,Manual,Zero,Ford,Ford Figo Aspire
3482,2009,250000,50000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai i10 Era
3483,2016,600000,19495,Petrol,Dealer,Manual,Zero,Nissan,Nissan Sunny XL
3484,2013,570000,62668,Diesel,Dealer,Manual,Zero,Renault,Renault Duster 85PS
3485,2013,850000,85710,Diesel,Dealer,Manual,Zero,Mahindra,Mahindra XUV500 W6
3486,2011,250000,55130,Diesel,Dealer,Manual,One,Ford,Ford Figo Diesel
3487,2014,580000,63356,Diesel,Dealer,Manual,One,Ford,Ford Ecosport 1.5
3488,2012,1680000,129627,Diesel,Dealer,Manual,Zero,Toyota,Toyota Fortuner 3.0
3489,2010,180000,15000,Petrol,Individual,Manual,Zero,Chevrolet,Chevrolet Spark 1.0
3490,2017,300000,50000,Petrol,Individual,Manual,Zero,Tata,Tata Tiago 1.2
3491,2012,269000,70000,Petrol,Individual,Manual,One,Toyota,Toyota Etios Liva
3492,2018,231999,20000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto K10
3493,2011,150000,60000,Petrol,Individual,Manual,Two,Chevrolet,Chevrolet Beat LS
3494,2017,495000,5000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Grand i10
3495,2014,700000,15000,Petrol,Individual,Manual,Zero,Maruti,Maruti Ciaz VXi
3496,2018,400000,4400,Petrol,Individual,Manual,One,Datsun,Datsun GO Plus
3497,2019,599000,15000,Diesel,Individual,Manual,Two,Mahindra,Mahindra Xylo H4
3498,2013,421000,45000,Diesel,Individual,Manual,Zero,Renault,Renault Duster 85PS
3499,2018,841000,1000,Diesel,Individual,Manual,Zero,Ford,Ford EcoSport 1.5
3500,2014,295000,38500,Petrol,Individual,Manual,Zero,Hyundai,Hyundai i10 Magna
3501,2011,220000,25000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai i10 Sportz
3502,2013,250000,35000,Diesel,Individual,Manual,Zero,Ford,Ford Classic 1.4
3503,2009,1100000,110000,Diesel,Individual,Manual,One,Toyota,Toyota Fortuner 3.0
3504,2012,300000,40000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Verna 1.6
3505,2007,80000,110000,Petrol,Individual,Manual,One,Chevrolet,Chevrolet Aveo U-VA
3506,2013,215000,20000,Diesel,Individual,Manual,Two,Chevrolet,Chevrolet Beat Diesel
3507,2012,245000,14987,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai EON Magna
3508,2016,650000,25061,Diesel,Dealer,Manual,Zero,Ford,Ford EcoSport 1.5
3509,2017,760000,42494,Diesel,Dealer,Manual,Zero,Ford,Ford Ecosport 1.5
3510,2014,395000,44875,Diesel,Dealer,Manual,Zero,Honda,Honda Amaze S
3511,2014,280000,89741,Diesel,Dealer,Manual,One,Ford,Ford Figo Diesel
3512,2016,495000,65000,Diesel,Dealer,Manual,Zero,Honda,Honda Jazz 1.5
3513,2016,525000,35000,Diesel,Dealer,Manual,Zero,Honda,Honda Jazz 1.5
3514,2009,420000,347089,Diesel,Dealer,Manual,Zero,Toyota,Toyota Innova 2.5
3515,2010,210000,34500,Diesel,Individual,Manual,Zero,Tata,Tata New Safari
3516,2018,650000,30000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai i20 Active
3517,2018,2300000,39000,Diesel,Individual,Automatic,Zero,BMW,BMW 3 Series
3518,2019,525000,16000,Diesel,Individual,Manual,Zero,Ford,Ford Freestyle Titanium
3519,2010,195000,80000,CNG,Individual,Manual,One,Maruti,Maruti Wagon R
3520,2016,650000,60000,Diesel,Individual,Manual,Zero,Maruti,Maruti Ertiga SHVS
3521,2015,540000,110000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra TUV 300
3522,2014,180000,61000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto 800
3523,2017,750000,29000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Bolero Power
3524,2018,980000,50000,Diesel,Individual,Manual,Zero,Maruti,Maruti Ertiga SHVS
3525,2014,250000,90000,Diesel,Individual,Manual,Zero,Fiat,Fiat Grande Punto
3526,2018,550000,35000,Petrol,Individual,Automatic,Zero,Hyundai,Hyundai Grand i10
3527,2015,509999,43000,Petrol,Individual,Manual,One,Volkswagen,Volkswagen Vento 1.6
3528,2017,320000,50000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto K10
3529,2016,275000,25000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON D
3530,2013,550000,222252,Diesel,Individual,Manual,Zero,Mahindra,Mahindra XUV500 W8
3531,2009,145000,50000,Petrol,Individual,Manual,One,Maruti,Maruti Wagon R
3532,2013,250000,80000,Diesel,Individual,Manual,Zero,Fiat,Fiat Grande Punto
3533,2012,520000,35000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Verna 1.6
3534,2007,95000,85000,Petrol,Individual,Manual,One,Maruti,Maruti Alto LXi
3535,2011,725000,110000,Diesel,Individual,Manual,Two,Toyota,Toyota Innova 2.5
3536,2006,55000,70000,Petrol,Individual,Manual,One,Maruti,Maruti 800 AC
3537,2014,600000,100000,Diesel,Individual,Manual,Zero,Honda,Honda City i
3538,2013,330000,120000,Diesel,Individual,Manual,One,Volkswagen,Volkswagen Vento New
3539,2015,470000,89000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift Dzire
3540,2013,365000,120000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift ZDi
3541,2013,250000,40000,Petrol,Individual,Manual,One,Hyundai,Hyundai EON Magna
3542,2017,430000,17000,Petrol,Individual,Manual,Zero,Maruti,Maruti Wagon R
3543,2013,400000,125000,Diesel,Individual,Manual,One,Maruti,Maruti Swift VDI
3544,2015,615000,110000,Petrol,Individual,Manual,One,Maruti,Maruti Swift Dzire
3545,2011,150000,120000,Diesel,Individual,Manual,One,Ford,Ford Figo Diesel
3546,2014,240000,90000,Diesel,Individual,Manual,Zero,Ford,Ford Figo Diesel
3547,2014,800000,90000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Scorpio S10
3548,2014,600000,87000,Diesel,Individual,Manual,One,Ford,Ford Ecosport 1.5
3549,2014,800000,15000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Scorpio LX
3550,2015,160000,70000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON 1.0
3551,2012,350000,38000,Petrol,Individual,Manual,Zero,Ford,Ford Fiesta Classic
3552,2011,300000,64000,Petrol,Individual,Manual,One,Honda,Honda City 1.5
3553,2015,399000,55250,Diesel,Individual,Manual,Zero,Tata,Tata Sumo Gold
3554,2011,300000,110000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Bolero DI
3555,2012,150000,70000,Petrol,Individual,Automatic,Zero,Maruti,Maruti A-Star AT
3556,2010,320000,60000,Diesel,Individual,Manual,Two,Chevrolet,Chevrolet Cruze LTZ
3557,2018,1280000,17000,Diesel,Individual,Manual,Zero,Tata,Tata Hexa XM
3558,2017,300000,13000,Petrol,Individual,Manual,One,Renault,Renault KWID 1.0
3559,2016,1000000,60000,Diesel,Individual,Manual,Zero,Nissan,Nissan Terrano XL
3560,2012,1090000,120000,Diesel,Individual,Manual,One,Mitsubishi,Mitsubishi Pajero Sport
3561,2012,450000,97000,Diesel,Individual,Manual,One,Tata,Tata New Safari
3562,2007,60000,130000,Petrol,Individual,Manual,One,Tata,Tata Indica GLS
3563,2013,500000,50000,Petrol,Individual,Manual,Zero,Maruti,Maruti Swift Dzire
3564,2012,200000,120000,Diesel,Individual,Manual,One,Tata,Tata Indigo CR4
3565,2015,650000,68000,Diesel,Individual,Manual,Zero,Ford,Ford Ecosport 1.5
3566,2006,60000,100000,Petrol,Individual,Manual,One,Maruti,Maruti Alto LXi
3567,2013,250999,80000,Diesel,Individual,Manual,Zero,Maruti,Maruti Ertiga VDI
3568,2012,185000,67000,CNG,Dealer,Manual,One,Hyundai,Hyundai Accent Executive
3569,2015,155000,60000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto K10
3570,2019,600000,5000,Petrol,Individual,Manual,Zero,Maruti,Maruti Swift VXI
3571,2016,300000,20000,Petrol,Individual,Manual,Zero,Renault,Renault KWID RXE
3572,2018,850000,12500,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Creta 1.6
3573,2019,470000,4000,CNG,Individual,Manual,Zero,Maruti,Maruti Eeco CNG
3574,2019,600000,25000,Petrol,Individual,Manual,Zero,Ford,Ford Figo 1.2P
3575,2013,700000,70000,Diesel,Individual,Manual,One,Toyota,Toyota Innova 2.5
3576,2010,1250000,205000,Diesel,Individual,Manual,One,Toyota,Toyota Fortuner 3.0
3577,2008,650000,70000,Petrol,Individual,Automatic,Two,Audi,Audi A6 2.8
3578,2018,450000,70000,Diesel,Individual,Manual,One,Hyundai,Hyundai Xcent 1.2
3579,2014,750000,100000,Diesel,Individual,Manual,One,Mahindra,Mahindra XUV500 W8
3580,2013,775000,70000,Diesel,Individual,Manual,One,Toyota,Toyota Innova 2.5
3581,2011,800000,220000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Santa Fe
3582,2015,360000,80000,Petrol,Individual,Manual,One,Honda,Honda Amaze E
3583,2010,250000,120000,Diesel,Individual,Manual,Zero,Toyota,Toyota Corolla Altis
3584,2017,1490000,22038,Diesel,Individual,Manual,Zero,Jeep,Jeep Compass 2.0
3585,2013,600000,80000,Diesel,Individual,Manual,Zero,Nissan,Nissan Terrano XL
3586,2010,120000,90000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto LX
3587,2012,320000,140000,Diesel,Individual,Manual,One,Tata,Tata New Safari
3588,2011,400000,120000,Diesel,Individual,Manual,One,Mahindra,Mahindra Thar 4X2
3589,2015,302000,60000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift Dzire
3590,2011,130000,80000,Diesel,Individual,Manual,One,Chevrolet,Chevrolet Beat Diesel
3591,2014,150000,60000,Petrol,Individual,Manual,One,Maruti,Maruti Swift Dzire
3592,2012,200000,90000,Diesel,Individual,Manual,One,Tata,Tata Indica Vista
3593,2012,950000,80000,Diesel,Individual,Manual,Zero,Toyota,Toyota Innova 2.5
3594,2008,120000,175000,Diesel,Individual,Manual,One,Maruti,Maruti Swift Vdi
3595,2019,1400000,10000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra XUV500 W7
3596,2017,620000,65000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai i20 1.2
3597,2012,449000,90000,Diesel,Individual,Manual,Zero,Toyota,Toyota Innova 2.5
3598,2007,100000,70000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto LXi
3599,2018,600000,2500,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Grand i10
3600,2016,700000,35000,Diesel,Individual,Manual,Zero,Honda,Honda Amaze VX
3601,2012,250000,40000,Diesel,Individual,Manual,Zero,Chevrolet,Chevrolet Beat Diesel
3602,2018,550000,63000,Petrol,Individual,Manual,Zero,Maruti,Maruti Baleno RS
3603,2013,675000,88000,Diesel,Dealer,Automatic,Zero,Skoda,Skoda Superb Ambition
3604,2015,530000,55000,Diesel,Dealer,Manual,Zero,Nissan,Nissan Terrano XL
3605,2014,325000,71014,Diesel,Dealer,Manual,Zero,Chevrolet,Chevrolet Enjoy TCDi
3606,2015,370000,60000,Diesel,Dealer,Manual,Zero,Renault,Renault Scala Diesel
3607,2014,360000,70000,Diesel,Individual,Manual,Zero,Skoda,Skoda Rapid 1.5
3608,2012,650000,60000,Petrol,Dealer,Automatic,Zero,Skoda,Skoda Superb LK
3609,2012,199000,92000,Diesel,Dealer,Manual,Two,Ford,Ford Fiesta 1.5
3610,2014,285000,89126,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Quanto C6
3611,2009,260000,134000,Diesel,Individual,Automatic,Zero,Volkswagen,Volkswagen Jetta 1.9
3612,2019,869999,15000,Petrol,Dealer,Automatic,Zero,Maruti,Maruti Ciaz 1.4
3613,2016,425000,42500,Diesel,Dealer,Manual,Zero,Hyundai,Hyundai Grand i10
3614,2012,490000,42000,Diesel,Dealer,Automatic,Zero,Chevrolet,Chevrolet Cruze LTZ
3615,2015,750000,70000,Diesel,Individual,Automatic,One,Mahindra,Mahindra XUV500 AT
3616,2004,125000,110000,Petrol,Individual,Manual,Two,Honda,Honda City 1.5
3617,2014,221000,131365,Diesel,Individual,Manual,Zero,Fiat,Fiat Linea 1.3
3618,2016,724000,48980,Diesel,Dealer,Automatic,Zero,Volkswagen,Volkswagen Vento 1.5
3619,2014,440000,46000,Petrol,Dealer,Automatic,Zero,Honda,Honda Amaze VX
3620,2009,70000,60000,Petrol,Individual,Manual,Two,Chevrolet,Chevrolet Spark 1.0
3621,2015,511000,58000,Diesel,Dealer,Manual,Zero,Maruti,Maruti Baleno Delta
3622,2016,790000,22000,Diesel,Dealer,Manual,Zero,Maruti,Maruti S-Cross Alpha
3623,2017,640000,37000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai i20 1.2
3624,2012,126000,98900,Diesel,Individual,Manual,Two,Chevrolet,Chevrolet Beat Diesel
3625,2012,120000,125000,Diesel,Individual,Manual,Zero,Chevrolet,Chevrolet Beat Diesel
3626,2017,650000,60000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra TUV 300
3627,2014,450000,80000,Petrol,Individual,Manual,One,Hyundai,Hyundai Grand i10
3628,2017,600000,40000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Bolero Power
3629,2012,620000,80000,Diesel,Individual,Manual,One,Mahindra,Mahindra XUV500 W8
3630,2014,600000,30000,Diesel,Individual,Manual,Zero,Ford,Ford Ecosport 1.5
3631,2018,795000,35000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Bolero Power
3632,2011,300000,180000,Diesel,Individual,Manual,Two,Tata,Tata Winger Deluxe
3633,2015,495000,60000,Diesel,Individual,Manual,Zero,Renault,Renault Lodgy 85PS
3634,2013,1580000,86000,Diesel,Dealer,Automatic,Zero,Audi,Audi A4 3.0
